#Name Ra Dec Flux[V] maj_ax min_ax
NGC2234 97.33333333333333 16.758333333333333 -- 35.0 35.0
NGC2235 95.59197624999999 -64.93412055555557 -- 0.877 0.754
NGC2236 97.41583333333332 6.833888888888889 8.5 8.4 8.4
NGC2237 97.65041666666667 4.980722222222222 -- -- --
NGC2238 97.625 5.05 -- -- --
NGC2239 98.045 4.91388888888889 -- 88.0 88.0
NGC2240 98.29166666666667 35.25 -- -- --
NGC2241 95.72083333333332 -68.925 13.25 1.6 1.6
NGC2242 98.53061791666667 44.777163055555555 -- -- --
NGC2243 97.39500000000001 -31.281944444444445 9.4 5.5 5.5
NGC2244 98.045 4.91388888888889 -- 88.0 88.0
NGC2245 98.17208333333333 10.159444444444444 -- -- --
NGC2246 97.66475 4.985305555555556 -- 10.0 10.0
NGC2247 98.26833333333333 10.3225 -- -- --
NGC2248 98.64583333333333 26.304444444444446 -- -- --
NGC2249 96.45416666666668 -68.92 12.23 2.3 2.3
NGC2250 98.42083333333333 -5.08 8.9 -- --
NGC2251 98.67999999999999 8.336944444444445 7.3 14.8 14.8
NGC2252 98.75458333333333 5.42038888888889 7.7 -- --
NGC2253 100.81118583333334 65.67748611111112 -- 0.417 0.317
NGC2254 98.94916666666666 7.671111111111111 9.1 4.7 4.7
NGC2255 98.49434041666666 -34.812557777777776 -- 0.557 0.379
NGC2256 101.80830499999999 74.23657722222222 -- 1.427 1.141
NGC2257 97.55258333333333 -64.32777777777777 12.62 4.0 4.0
NGC2258 101.94250375 74.48181555555556 -- 1.687 1.282
NGC2259 99.63291666666666 10.885 10.8 3.4 3.4
NGC2260 99.51249999999999 -1.4733333333333334 -- -- --
NGC2261 99.79147583333334 8.735983055555554 11.85 -- --
NGC2262 99.90416666666667 1.1466666666666667 -- 5.3 5.3
NGC2263 99.62008583333332 -24.848679722222222 -- 1.55 0.651
NGC2264 100.21708333333333 9.876944444444446 -- 240.0 240.0
NGC2265 100.42083333333333 11.905000000000001 -- 9.0 9.0
NGC2266 100.83208333333333 26.97611111111111 9.5 5.5 5.5
NGC2267 100.215395 -32.48230916666667 -- 1.233 0.74
NGC2268 108.57267083333333 84.38227222222221 -- 1.577 0.946
NGC2269 100.81666666666666 4.628333333333334 10.0 3.1 3.1
NGC2270 100.9875 3.4783333333333335 -- -- --
NGC2271 100.72071333333334 -23.47606861111111 -- 1.26 0.857
NGC2272 100.67200333333334 -27.459491944444444 11.88 1.207 0.821
NGC2273 102.53612125 60.84579555555556 13.54 1.573 1.038
NGC2274 101.8223525 33.56711138888889 -- 1.247 1.122
NGC2275 101.82464166666666 33.59925944444445 -- 1.163 0.558
NGC2276 111.81035416666667 85.7545 -- 1.243 1.069
NGC2280 101.20452166666666 -27.638489444444446 -- 6.03 2.75
NGC2281 102.09083333333332 41.059999999999995 5.4 50.0 50.0
NGC2282 101.7125 1.315 -- -- --
NGC2283 101.46995875 -18.210430555555554 -- 3.31 2.51
NGC2286 101.91583333333332 -3.1669444444444443 7.5 8.9 8.9
NGC2287 101.49916666666667 -20.71611111111111 4.5 39.8 39.8
NGC2288 102.716495 33.46250861111111 -- 0.333 0.253
NGC2289 102.72322333333332 33.478791944444446 -- 0.747 0.582
NGC2290 102.73720708333332 33.43756305555555 -- 1.04 0.499
NGC2291 102.74424291666665 33.5251875 -- 0.68 0.639
NGC2292 101.91520833333333 -26.74625 -- 4.17 3.02
NGC2293 101.9288 -26.754361111111113 -- -- --
NGC2294 102.79708749999999 33.52707222222222 -- 0.72 0.346
NGC2295 101.84752125 -26.736299444444445 -- 1.797 0.503
NGC2296 102.16295833333334 -16.90161111111111 -- 1.174 0.954
NGC2297 101.1025 -63.717275 -- 0.953 0.496
NGC2298 102.24754166666668 -36.00530555555556 8.89 9.6 9.6
NGC2300 113.08535833333333 85.70886111111112 -- -- --
NGC2301 102.94291666666666 0.465 6.0 19.4 19.4
NGC2302 102.97708333333333 -7.086111111111111 -- 7.8 7.8
NGC2303 104.07309166666667 45.49285833333333 -- 0.883 0.83
NGC2304 103.80208333333334 17.983888888888888 10.0 3.0 3.0
NGC2305 102.15529708333334 -64.2732625 -- 1.343 0.994
NGC2306 103.60416666666667 -7.205 -- -- --
NGC2307 102.2115 -64.3354475 -- 1.04 0.936
NGC2308 104.65671083333334 45.21054527777778 -- 0.937 0.768
NGC2309 104.02 -7.180000000000001 -- 6.2 6.2
NGC2310 103.47493999999999 -40.86271277777778 11.76 4.68 0.89
NGC2311 104.455 -4.616111111111111 9.6 7.1 7.1
NGC2312 104.7 10.28 -- -- --
NGC2313 104.51105958333333 -7.9454475 14.48 -- --
NGC2314 107.6355825 75.32672 -- 0.993 0.795
NGC2315 105.63781958333334 50.59055888888889 -- 1.243 0.348
NGC2316 104.92375 -7.768611111111111 -- -- --
NGC2318 104.85416666666667 -13.821944444444444 -- 20.6 20.6
NGC2319 105.13333333333333 3.0433333333333334 -- -- --
NGC2320 106.42506333333333 50.58098972222223 -- 1.203 0.842
NGC2321 106.49569916666665 50.75566638888889 -- 0.75 0.57
NGC2322 106.50126541666666 50.51031805555556 -- 1.033 0.413
NGC2323 105.68416666666666 -8.365 -- 31.6 31.6
NGC2324 106.03291666666667 1.0461111111111112 8.4 8.3 8.3
NGC2325 105.66834416666667 -28.697235555555554 -- 2.163 1.298
NGC2326 107.04584541666667 50.68189861111111 -- 1.32 0.898
NGC2327 106.03333333333333 -11.316666666666666 -- -- --
NGC2328 105.65080416666666 -42.06857777777778 -- 0.75 0.495
NGC2329 107.28335375 48.615479444444446 13.99 0.853 0.819
NGC2330 107.36830916666668 50.15250666666667 13.05 0.42 0.26
NGC2331 106.67916666666666 27.255 8.5 -- --
NGC2332 107.39232291666667 50.18228138888889 -- 1.01 0.667
NGC2333 107.08898500000001 35.169982499999996 -- 0.743 0.505
NGC2335 106.69166666666666 -10.023333333333333 7.2 13.2 13.2
NGC2336 111.766875 80.17806944444445 12.51 5.89 3.24
NGC2337 107.5568225 44.45742111111112 -- 0.917 0.568
NGC2338 106.95 -5.716666666666667 -- -- --
NGC2339 107.08555958333334 18.780225555555553 -- 1.457 1.253
NGC2340 107.79505583333334 50.17469333333333 -- 1.553 0.87
NGC2341 107.29955416666667 20.602836111111113 12.88 0.58 0.499
NGC2342 107.32537083333334 20.635894444444443 12.15 1.073 0.794
NGC2343 107.02916666666668 -10.61888888888889 6.7 7.7 7.7
NGC2344 108.11946958333334 47.16675055555555 12.14 1.133 1.02
NGC2345 107.075 -13.19888888888889 7.7 10.9 10.9
NGC2346 107.34383958333333 0.8065583333333334 11.58 0.91 0.91
NGC2347 109.01702916666667 64.7115388888889 -- 0.9 0.558
NGC2348 105.7625 -67.41166666666666 -- -- --
NGC2349 107.69999999999999 -8.6 -- -- --
NGC2350 108.30064125 12.266049722222222 -- 1.093 0.481
NGC2351 108.38333333333333 -10.48 -- -- --
NGC2352 108.27083333333334 -24.028333333333332 -- -- --
NGC2353 108.64083333333333 -10.256944444444445 7.1 120.0 120.0
NGC2354 108.50291666666666 -25.723888888888887 6.5 18.2 18.2
NGC2355 109.24708333333334 13.771944444444445 9.7 7.0 7.0
NGC2357 109.42075416666667 23.356744444444445 -- 1.737 0.347
NGC2358 109.26083333333334 -17.143055555555556 -- 25.2 25.2
NGC2359 109.625 -13.226666666666667 -- -- --
NGC2360 109.44291666666668 -15.631111111111112 -- 18.5 18.5
NGC2362 109.67083333333333 -24.953888888888887 -- 104.0 104.0
NGC2363 112.12329166666666 69.19286111111111 -- 1.862 1.258
NGC2364 110.19166666666666 -7.55 -- -- --
NGC2365 110.59393874999999 22.083289999999998 -- 1.473 0.796
NGC2366 112.21855375000001 69.21079416666667 11.39 8.1 3.3
NGC2367 110.02916666666667 -21.866666666666667 -- 0.66 0.66
NGC2368 110.24166666666666 -10.378333333333334 11.8 -- --
NGC2369 109.15730416666666 -62.34375277777778 -- 1.467 0.704
NGC2370 111.2568725 23.78316722222222 -- 0.923 0.499
NGC2371 111.39453458333334 29.490675 13.5 0.727 0.727
NGC2372 111.39453458333334 29.490675 13.5 0.727 0.727
NGC2373 111.65395375000001 33.823843333333336 -- 0.433 0.338
NGC2374 111.01583333333333 -13.235 8.0 18.7 18.7
NGC2375 111.78964166666667 33.83179166666667 -- 0.613 0.38
NGC2376 111.64963333333333 23.072941666666665 -- 0.473 0.407
NGC2377 111.23673333333335 -9.659352777777778 14.77 1.17 0.889
NGC2378 111.85708333333334 33.831944444444446 -- -- --
NGC2379 111.85939791666667 33.81134583333333 -- 0.49 0.431
NGC2380 110.97812083333334 -27.529061111111112 -- 2.29 2.09
NGC2381 109.98868291666666 -63.067014722222225 -- 0.61 0.5
NGC2382 110.97812083333334 -27.529061111111112 -- 2.29 2.09
NGC2383 111.17416666666666 -20.948888888888888 8.4 4.3 4.3
NGC2384 111.29166666666667 -21.02166666666667 7.4 -- --
NGC2385 112.116775 33.837763888888894 -- 0.703 0.436
NGC2387 112.241315 36.87993 16.5 0.38 0.213
NGC2388 112.22272291666667 33.81904277777778 -- 0.76 0.486
NGC2389 112.26934666666668 33.860952222222224 -- 0.667 0.52
NGC2391 112.3 33.81666666666667 -- -- --
NGC2392 112.29486291666666 20.911798333333333 9.68 0.33549997 0.33528835
NGC2393 112.51938 34.02771638888889 -- 0.73 0.394
NGC2394 112.15 7.086666666666666 -- -- --
NGC2395 111.775 13.583333333333334 -- 14.0 14.0
NGC2396 111.98333333333333 -11.725 7.4 22.1 22.1
NGC2397 110.33288583333332 -69.0013975 -- 1.643 0.887
NGC2398 112.56738958333334 24.48791361111111 -- 1.013 0.527
NGC2401 112.35208333333333 -13.968055555555555 12.6 1.8 1.8
NGC2402 112.69404041666667 9.646872499999999 -- 1.07 0.556
NGC2403 114.21390874999999 65.60268055555555 8.38 21.38 10.72
NGC2405 113.05840875 25.906356944444443 -- 0.69 0.359
NGC2406 112.94904958333333 18.287970555555557 -- 0.56 0.515
NGC2407 112.98616416666665 18.33303638888889 -- 0.717 0.573
NGC2408 115.03750000000001 71.655 -- -- --
NGC2409 112.875 -17.22833333333333 7.3 16.3 16.3
NGC2410 113.75939708333333 32.82212333333334 16.26 1.287 0.437
NGC2411 113.65136791666667 18.281539166666665 -- 0.88 0.475
NGC2413 113.275 -13.033333333333333 -- -- --
NGC2414 113.29291666666666 -15.44888888888889 7.9 5.2 5.2
NGC2415 114.23611583333333 35.241820833333335 -- 0.663 0.61
NGC2416 113.92302083333334 11.612030555555556 -- 0.533 0.459
NGC2417 112.55034083333334 -62.25257888888889 -- 1.323 1.059
NGC2418 114.15624666666666 17.883852777777776 -- 0.97 0.854
NGC2419 114.53545833333332 38.88191666666667 10.05 4.1 4.1
NGC2420 114.60208333333333 21.575 8.3 6.4 6.4
NGC2421 114.05083333333333 -20.626944444444444 8.3 11.5 11.5
NGC2422 114.14708333333333 -14.488888888888889 -- 31.1 31.1
NGC2423 114.29916666666668 -13.863055555555555 -- 32.2 32.2
NGC2424 115.16372458333333 39.23329972222223 -- 1.937 0.426
NGC2425 114.57708333333333 -14.885 -- 5.5 5.5
NGC2426 115.82698416666666 52.31856833333334 -- 0.907 0.816
NGC2427 114.11739999999999 -47.63555 11.58 5.75 2.4
NGC2428 114.83083333333333 -16.55 -- 17.5 17.5
NGC2429 115.94823958333333 52.357484444444445 -- 1.023 0.368
NGC2430 114.9 -16.35 -- -- --
NGC2431 116.30602916666666 53.07522222222222 -- 0.69 0.524
NGC2432 115.22291666666668 -19.078055555555554 10.2 7.4 7.4
NGC2433 115.68175 9.259222222222222 -- -- --
NGC2434 113.71312666666667 -69.28416555555556 11.26 1.45 1.334
NGC2435 116.05660083333333 31.651136944444442 -- 1.683 0.438
NGC2437 115.44500000000001 -14.84388888888889 -- 25.3 25.3
NGC2438 115.4604975 -14.735408333333332 -- 1.173 1.173
NGC2439 115.19416666666667 -31.69388888888889 6.9 8.5 8.5
NGC2440 115.48083333333334 -18.20888888888889 10.104 0.36363664 0.34045
NGC2441 117.97785999999999 73.01570916666667 -- 1.223 0.856
NGC2442 114.09904166666666 -69.5308325 10.42 5.13 3.72
NGC2443 114.09904166666666 -69.5308325 10.42 5.13 3.72
NGC2444 116.72106458333333 39.03197222222222 -- 0.413 0.306
NGC2445 116.72958875 39.01512638888889 -- 0.613 0.491
NGC2446 117.16340124999999 54.6118475 -- 1.37 0.603
NGC2447 116.14083333333333 -23.853055555555557 -- 24.2 24.2
NGC2448 116.03416666666666 -24.836944444444445 -- 32.0 32.0
NGC2449 116.83457541666667 26.93015861111111 -- 1.147 0.436
NGC2450 116.88441833333333 27.019088611111112 -- 0.723 0.217
NGC2451 116.35000000000001 -37.96666666666667 -- -- --
NGC2452 116.85943708333333 -27.3352275 12.2 0.3053033 0.30485168
NGC2453 116.89416666666666 -27.19388888888889 8.3 4.0 4.0
NGC2454 117.64592375 16.368568888888888 -- 0.883 0.406
NGC2455 117.28416666666666 -21.298055555555557 10.2 11.2 11.2
NGC2456 118.54447458333334 55.49528472222222 -- 0.893 0.679
NGC2457 118.72700666666667 55.54639972222222 -- 0.457 0.219
NGC2458 118.96411833333335 56.71062916666667 -- 0.457 0.329
NGC2459 118.00833333333334 9.556666666666667 -- -- --
NGC2460 119.218045 60.3493775 -- 1.307 0.967
NGC2461 118.96411833333335 56.71062916666667 -- 0.457 0.329
NGC2462 119.13364916666667 56.68716333333333 -- 0.59 0.33
NGC2463 119.30197458333333 56.676605555555554 -- 0.56 0.493
NGC2466 116.31662708333333 -71.41045000000001 -- 0.703 0.619
NGC2467 118.075 -26.428333333333335 -- -- --
NGC2468 119.51014 56.35957416666667 -- 0.97 0.446
NGC2469 119.51435 56.680452777777774 -- 0.707 0.481
NGC2470 118.58644916666667 4.459725555555556 -- 1.56 0.406
NGC2472 119.6747125 56.701255555555555 -- 0.273 0.213
NGC2473 118.89511916666667 56.735777222222225 -- 0.38 0.22
NGC2474 119.495625 52.85727777777778 -- 0.63 0.6
NGC2475 119.50186333333333 52.8617075 -- 0.93 0.614
NGC2476 119.18828291666668 39.92787555555555 -- 0.907 0.653
NGC2477 118.04583333333333 -38.536944444444444 5.8 18.0 18.0
NGC2479 118.76208333333335 -17.731944444444444 9.6 9.0 9.0
NGC2480 119.29351666666666 23.779633333333333 -- 0.613 0.196
NGC2481 119.3073175 23.767766388888887 -- 1.213 0.413
NGC2482 118.78708333333333 -24.263055555555557 7.3 17.9 17.9
NGC2483 118.9 -27.9 7.6 -- --
NGC2484 119.61711708333333 37.786613055555556 14.9 0.95 0.646
NGC2485 119.20276000000001 7.477931388888889 -- 0.797 0.637
NGC2486 119.48536583333333 25.160875555555553 13.26 0.977 0.566
NGC2487 119.58526708333333 25.14923361111111 12.23 0.727 0.32
NGC2488 120.44166666666668 56.553888888888885 -- 0.563 0.383
NGC2489 119.06416666666667 -30.060000000000002 7.9 7.9 7.9
NGC2490 119.82442458333334 27.07789861111111 -- 0.6 0.46
NGC2491 119.61407708333333 7.9838161111111114 -- 0.31 0.186
NGC2492 119.87380791666666 27.026440555555556 -- 0.903 0.759
NGC2493 120.0984425 39.83040694444445 -- 1.247 1.047
NGC2494 119.77966125 0.6378738888888889 -- 0.62 0.434
NGC2495 120.13825749999998 39.839956944444445 -- 0.56 0.33
NGC2496 119.65564041666666 8.0298025 -- 0.79 0.664
NGC2497 120.54628458333333 56.94226444444444 -- 0.817 0.735
NGC2498 119.91166666666668 24.982499999999998 -- 0.833 0.617
NGC2499 119.71547666666667 7.493313611111112 -- 0.503 0.332
NGC2500 120.47154875000003 50.73711166666667 11.62 1.017 0.671
NGC2501 119.62518 -14.35426111111111 -- 0.913 0.676
NGC2502 118.96478541666667 -52.30683472222222 -- 1.897 0.986
NGC2503 120.15282124999999 22.400059444444445 -- 0.683 0.629
NGC2504 119.96772874999999 5.608531666666666 -- 0.477 0.315
NGC2505 121.02850999999998 53.54921222222222 -- 1.05 0.483
NGC2506 120.01000000000002 -10.773055555555556 7.6 10.6 10.6
NGC2507 120.40503875000002 15.709733333333332 -- 1.253 0.927
NGC2508 120.48841208333334 8.551874444444445 -- 0.967 0.735
NGC2509 120.20083333333334 -19.05611111111111 9.3 7.2 7.2
NGC2510 120.54449458333332 9.485965555555556 -- 0.727 0.451
NGC2511 120.56253416666667 9.394415277777778 -- 0.697 0.32
NGC2512 120.78270541666669 23.39179611111111 -- 0.893 0.679
NGC2513 120.6027375 9.413591666666667 -- 1.25 1.0
NGC2514 120.70679416666665 15.80825388888889 -- 0.667 0.56
NGC2516 119.52708333333334 -60.8 -- 59.5 59.5
NGC2517 120.69611833333332 -12.317868888888889 -- 0.893 0.786
NGC2518 121.83437583333333 51.13160333333333 -- 0.74 0.592
NGC2519 121.83437583333333 51.13160333333333 -- 0.74 0.592
NGC2521 122.20565041666666 57.7696225 -- 0.843 0.692
NGC2522 121.55601458333334 17.706564166666666 -- 1.107 0.398
NGC2523 123.75057833333332 73.57897277777778 -- 1.323 1.085
NGC2524 122.03996749999999 39.15743 -- 0.847 0.593
NGC2525 121.40849916666667 -11.427045277777777 -- 1.903 1.256
NGC2526 121.74425916666665 8.003924166666666 -- 0.613 0.368
NGC2527 121.24583333333332 -28.121944444444445 6.5 49.0 49.0
NGC2528 121.85347416666667 39.19449083333333 -- 0.647 0.517
NGC2529 121.98168749999999 17.818475555555555 -- 0.523 0.429
NGC2530 121.98168749999999 17.818475555555555 -- 0.523 0.429
NGC2531 121.98168749999999 17.818475555555555 -- 0.523 0.429
NGC2532 122.56327666666665 33.95660222222222 -- 1.077 0.689
NGC2533 121.77291666666667 -29.871944444444445 7.6 6.6 6.6
NGC2534 123.22566499999999 55.672064166666665 13.59 0.683 0.67
NGC2535 122.80618333333334 25.206936111111112 12.6 1.13 0.723
NGC2536 122.81634958333333 25.17931916666667 13.93 0.557 0.289
NGC2537 123.3110125 45.98979166666667 11.69 -- --
NGC2538 122.84620833333332 3.6329944444444444 -- 0.927 0.556
NGC2539 122.65791666666667 -12.83388888888889 6.5 22.4 22.4
NGC2540 123.19353249999999 26.361774166666667 -- 0.83 0.548
NGC2541 123.66714999999998 49.0616725 11.8 4.17 2.09
NGC2543 123.24147916666666 36.254508333333334 -- 1.207 0.772
NGC2544 125.41803874999998 73.98833805555556 13.09 1.05 0.651
NGC2545 123.55898041666664 21.355453611111113 -- 1.327 0.61
NGC2546 123.08208333333332 -37.66111111111111 6.3 27.5 27.5
NGC2547 122.46816666666668 -49.17639166666667 -- 34.0 34.0
NGC2548 123.41208333333333 -5.726111111111111 -- 44.3 44.3
NGC2549 124.74312791666668 57.803061666666665 -- 2.143 0.814
NGC2550 126.14016666666667 74.01230555555556 -- 0.97 0.427
NGC2551 126.20945791666668 73.41204250000001 12.11 1.103 0.64
NGC2552 124.83556458333334 50.00960833333333 12.56 3.5 2.3
NGC2553 124.39582875 20.903075555555553 -- 0.813 0.488
NGC2554 124.47293041666666 23.472166944444442 -- 1.373 1.016
NGC2555 124.4850875 0.7456436111111111 -- 1.177 0.988
NGC2556 124.75354666666667 20.936960833333334 -- 0.417 0.275
NGC2557 124.79475375000001 21.435794166666668 -- 0.917 0.733
NGC2558 124.80316541666666 20.510734166666666 -- 1.07 0.706
NGC2559 124.27530833333333 -27.455819444444444 -- 3.8 1.82
NGC2560 124.96621875000001 20.984984444444446 -- 1.327 0.371
NGC2561 124.90402833333333 4.6572619444444445 -- 0.847 0.423
NGC2562 125.09856166666668 21.131462777777777 -- 0.837 0.552
NGC2563 125.14869583333335 21.06780861111111 12.39 1.233 0.888
NGC2564 124.62507666666667 -21.816105555555556 -- 0.693 0.513
NGC2565 124.95125416666666 22.031425 -- 1.393 0.585
NGC2566 124.69003333333335 -25.499519444444445 -- 3.72 2.34
NGC2567 124.645 -30.63111111111111 7.4 7.7 7.7
NGC2569 125.33806208333334 20.867497222222223 -- 0.557 0.39
NGC2570 125.34393999999999 20.91053388888889 -- 0.4 0.272
NGC2571 124.72500000000002 -29.775 7.0 15.2 15.2
NGC2572 125.35261416666667 19.147752222222223 -- 0.7 0.364
NGC2573 25.408340833333334 -89.33452 -- 0.853 0.341
NGC2574 125.20063791666668 -8.918470555555555 -- 1.063 0.574
NGC2575 125.68731208333334 24.29694416666667 -- 0.813 0.667
NGC2576 125.74046791666667 25.738678055555557 -- 0.893 0.25
NGC2577 125.68103958333336 22.553095 -- 1.333 0.667
NGC2578 125.35117208333334 -13.317835277777778 13.04 1.117 0.648
NGC2579 125.23041666666668 -36.223055555555554 -- 1.5 1.4
NGC2580 125.37083333333334 -30.30611111111111 9.7 4.3 4.3
NGC2581 126.12890750000003 18.597107777777776 -- 1.05 0.63
NGC2582 126.30029708333332 20.334738055555555 -- 0.843 0.826
NGC2583 125.78304041666665 -5.002438611111111 -- 0.51 0.459
NGC2584 125.81444833333333 -4.970471111111111 -- 0.4 0.32
NGC2585 125.85947833333333 -4.915030000000001 -- 0.523 0.471
NGC2586 126.1352025 -4.888227777777777 -- 0.43 0.224
NGC2587 125.86083333333332 -29.503055555555555 9.2 13.9 13.9
NGC2588 125.79583333333332 -32.971666666666664 11.8 2.3 2.3
NGC2590 126.25834208333333 0.5914283333333333 -- 1.42 0.426
NGC2591 129.35637083333333 78.02643611111111 -- 2.093 0.419
NGC2592 126.78354833333331 25.970311666666664 -- 0.943 0.811
NGC2593 126.69931208333334 17.374908333333334 -- 0.677 0.392
NGC2594 126.82150666666665 25.878801666666668 -- 0.563 0.417
NGC2595 126.92510958333332 21.479084444444442 -- 1.127 0.653
NGC2596 126.86047666666666 17.284094444444445 -- 1.133 0.408
NGC2597 127.51051541666666 21.488670833333334 -- 0.893 0.339
NGC2598 127.51051541666666 21.488670833333334 -- 0.893 0.339
NGC2599 128.04717291666665 22.560556944444446 -- 0.89 0.765
NGC2600 128.68770916666668 52.71570527777778 -- 0.623 0.299
NGC2601 126.37753458333333 -68.11764583333333 -- 1.09 0.85
NGC2602 128.76773875 52.83152555555556 -- 0.407 0.244
NGC2603 128.89354958333334 52.78887722222222 17.02 0.587 0.422
NGC2604 128.34607083333333 29.538619444444446 14.92 0.803 0.578
NGC2605 128.72214375 52.80428694444444 -- 0.266352 0.266352
NGC2606 128.89354958333334 52.78887722222222 17.02 0.587 0.422
NGC2607 128.48605375 26.972671388888887 -- 0.36 0.302
NGC2608 128.82220750000002 28.473398888888887 -- 1.59 0.89
NGC2609 127.38333333333331 -61.11 -- -- --
NGC2610 128.3475991666667 -16.14938777777778 -- 0.573 0.573
NGC2611 128.87162791666665 25.0274325 -- 0.597 0.251
NGC2612 128.45843166666666 -13.174598888888887 -- 1.807 0.506
NGC2613 128.34517083333333 -22.973669444444443 10.42 7.59 1.7
NGC2614 130.70018041666665 72.976555 -- 1.113 0.913
NGC2615 128.63890583333333 -2.546837222222222 -- 1.177 0.706
NGC2616 128.8919566666667 -1.8501152777777778 -- 0.807 0.645
NGC2617 128.91165875000002 -4.088305833333333 -- 0.693 0.652
NGC2618 128.97309583333336 0.7071127777777777 -- 0.907 0.834
NGC2619 129.38622916666668 28.705203333333333 12.72 1.207 0.7
NGC2620 129.36754208333335 24.94668972222222 -- 1.36 0.354
NGC2621 129.40406166666668 24.99978 -- 0.477 0.353
NGC2622 129.54557583333332 24.895275833333333 14.12 0.717 0.459
NGC2623 129.60006666666663 25.754525 13.36 0.607 0.449
NGC2624 129.54013583333332 19.725682222222222 -- 0.477 0.362
NGC2625 129.59677083333332 19.716380555555556 -- 0.36 0.238
NGC2626 128.88333333333333 -40.67166666666667 -- -- --
NGC2627 129.30916666666667 -29.951944444444443 8.4 10.4 10.4
NGC2628 130.09459916666665 23.539645 -- 0.79 0.664
NGC2629 131.81573875 72.98564916666666 -- 1.047 0.795
NGC2630 131.39560166666666 72.99913277777777 -- 1.053 0.19
NGC2631 131.39560166666666 72.99913277777777 -- 1.053 0.19
NGC2632 130.05416666666665 19.621111111111112 -- 118.2 118.2
NGC2633 132.01928291666667 74.09862 -- 1.237 0.569
NGC2634 132.10568666666668 73.96718972222223 -- 0.877 0.807
NGC2635 129.61916666666664 -34.776944444444446 11.2 6.8 6.8
NGC2636 132.10230375000003 73.67116027777779 -- 0.423 0.398
NGC2637 130.30597083333333 19.69113888888889 -- 0.257 0.195
NGC2638 130.60735958333333 37.22107305555556 -- 1.117 0.357
NGC2639 130.90861750000002 50.20553944444445 11.65 1.62 1.23
NGC2640 129.35260000000002 -55.12374166666667 -- 3.98 3.39
NGC2641 131.98965291666667 72.8957463888889 -- 0.593 0.558
NGC2642 130.18489625 -4.121678888888889 -- 1.053 0.653
NGC2643 130.46556916666668 19.702506944444444 -- 0.457 0.265
NGC2644 130.38296041666666 4.980261111111111 -- 0.927 0.426
NGC2645 129.775 -46.235 -- 5.2 5.2
NGC2646 132.59153833333335 73.46297805555555 -- 0.9 0.828
NGC2647 130.67961125 19.65062222222222 -- 0.457 0.338
NGC2648 130.66583708333332 14.285616666666666 11.82 1.723 0.655
NGC2649 131.03443916666666 34.71728277777778 -- 0.947 0.738
NGC2650 132.49333625 70.29943 -- 1.043 0.647
NGC2651 130.97977666666668 11.770980555555557 -- 0.37 0.326
NGC2654 132.29925458333332 60.22121277777778 -- 4.17 0.81
NGC2655 133.9072125 78.22308333333334 11.08 4.57 2.82
NGC2656 131.97121208333334 53.87617361111111 15.0 0.627 0.501
NGC2657 131.31595 9.645527777777778 -- 0.687 0.467
NGC2658 130.86791666666667 -32.661944444444444 9.2 7.3 7.3
NGC2659 130.63416666666666 -44.99888888888889 -- 5.0 5.0
NGC2660 130.66708333333332 -47.20111111111111 8.8 4.2 4.2
NGC2661 131.49822333333336 12.619860555555556 -- 0.583 0.525
NGC2662 131.38347583333334 -15.12116638888889 -- 0.787 0.692
NGC2663 131.28393499999999 -33.79474 12.33 3.72 2.51
NGC2664 131.79583333333332 12.603333333333333 -- -- --
NGC2665 131.50411458333335 -19.302907222222224 -- 1.133 0.725
NGC2666 132.44583333333333 44.70333333333333 -- -- --
NGC2667 132.11355583333335 19.019487777777776 -- 0.603 0.229
NGC2668 132.34398041666668 36.71033777777778 -- 0.8 0.4
NGC2669 131.61083333333335 -52.93111111111111 6.1 14.2 14.2
NGC2670 131.38583333333332 -48.801111111111105 7.8 13.2 13.2
NGC2671 131.55708333333334 -41.88611111111111 11.6 8.5 8.5
NGC2672 132.3411933333333 19.074988333333334 -- 1.543 1.111
NGC2673 132.35078041666665 19.07430972222222 -- 1.23 0.87
NGC2674 132.30496333333332 -14.29402 -- 0.517 0.248
NGC2675 133.0206675 53.617332777777776 13.26 0.707 0.537
NGC2676 132.8985175 47.557695277777775 -- 0.577 0.507
NGC2677 132.50554 19.009767222222223 -- 0.48 0.25
NGC2678 132.50833333333335 11.338333333333335 -- 10.0 10.0
NGC2679 132.8872575 30.865336388888892 -- 0.97 0.757
NGC2680 132.88958333333332 30.865555555555556 -- 0.158 0.112
NGC2681 133.38632624999997 51.31365527777778 10.29 2.117 1.778
NGC2682 132.84583333333333 11.81388888888889 -- 25.0 25.0
NGC2683 133.17211 33.4218325 9.79 8.71 2.57
NGC2684 133.72518708333334 49.16040527777778 -- 0.83 0.631
NGC2685 133.89459458333332 58.734410000000004 12.7 4.47 2.14
NGC2686 133.74549208333335 49.14238888888889 17.12 0.71 0.284
NGC2687 133.77097041666667 49.156489444444446 -- 0.23 0.11
NGC2688 133.7983583333333 49.12262777777778 -- 0.253 0.187
NGC2689 133.81479541666664 49.151177777777775 -- 0.2 0.172
NGC2690 133.15851 -2.6032052777777777 -- 1.303 0.365
NGC2691 133.69292875000002 39.538795 14.1 0.733 0.484
NGC2692 134.24169500000002 52.06594972222222 -- 1.06 0.403
NGC2693 134.246925 51.34742722222222 11.88 1.26 0.932
NGC2694 134.246915 51.33195416666667 -- 0.383 0.284
NGC2695 133.61281 -3.0669425 -- 1.23 0.861
