#Name Ra Dec Flux[V] maj_ax min_ax
IC2623 165.96238747211 -20.093005822649996 -- 0.51 0.449
IC2624 166.82536947442 -19.471499475040005 -- 0.733 0.499
IC2625 166.82968094985 -19.55557775578 -- 0.563 0.462
IC2626 167.26612873812 26.904190843810003 -- 0.48 0.221
IC2627 167.47244500154 -23.725886869589996 -- 1.333 0.907
IC2628 167.90779290623 12.121996283330002 -- 0.263 0.2
IC2631 167.46833333333336 -76.61583333333333 -- -- --
IC2632 168.27470872221 11.673284226509999 -- 0.197 0.153
IC2634 168.36771296693 10.485955521429998 -- 0.403 0.331
IC2637 168.4572909456 9.58627284763 14.170000076293945 0.497 0.427
IC2638 168.46625984072 10.56336215592 -- 0.533 0.245
IC2639 168.48138737587 9.64280230092 -- 0.243 0.224
IC2645 168.62840933398 11.886760736739998 -- 0.37 0.155
IC2648 168.69012702956 10.22483188531 -- 0.22 0.15
IC2649 168.69352113435 11.12767230768 -- 0.51 0.296
IC2650 168.719426 13.852466 -- 0.48 0.43
IC2651 168.71786082774 12.23975648405 -- 0.5 0.38
IC2656 168.77241630424 12.37910882247 -- 0.63 0.3
IC2657 168.78631197518 13.69471365658 -- -- --
IC2661 168.87150416666668 13.608602777777776 -- 0.53 0.127
IC2665 168.919927 11.724139 -- 0.56 0.2
IC2666 168.93238244628 13.78226508067 -- 0.673 0.458
IC2668 168.88437397327 -14.17105532817 -- 0.803 0.305
IC2670 168.99815224154 11.78335138614 -- 0.46 0.29
IC2672 169.017218 10.162551 -- 0.223 0.165
IC2674 169.03437916666667 11.048630555555555 -- 1.15 0.66
IC2676 169.07711281597 9.821831941799998 -- -- --
IC2677 169.08041707021 12.215828246680001 -- -- --
IC2680 169.10641029811 9.807143416490002 -- 0.353 0.155
IC2681 169.15056394229 11.20066019346 -- 0.253 0.218
IC2683 169.226248 12.099277 -- -- --
IC2684 169.254372 13.099636 -- 0.474 0.474
IC2690 169.33996700108 12.97542992759 -- 0.28 0.25
IC2694 169.41125 13.376111111111111 -- -- --
IC2698 169.462571 11.885762 -- 0.6 0.4
IC2702 169.48842604969 9.41248025713 -- 0.19 0.152
IC2703 169.52136832978 17.649513869839996 -- 0.343 0.288
IC2704 169.51673429037 12.454175374370001 -- 0.38 0.251
IC2708 169.6441920064 12.711114808630002 -- 0.45 0.387
IC2712 169.71990741747 9.62688495938 -- 0.21 0.16
IC2714 169.373 -62.71900000000001 8.199999809265137 20.5 20.5
IC2716 169.818052 11.698548 -- 0.37 0.18
IC2718 169.83708700984 12.02230385767 -- 0.3 0.144
IC2720 169.89854597803 12.076553470819999 -- 0.353 0.29
IC2723 169.949574 12.033431 -- 0.47 0.25
IC2724 169.95189782256 10.71683559008 -- 0.22 0.194
IC2727 170.00029 12.033324 -- 0.42 0.37
IC2729 170.02812 13.40997 -- -- --
IC2734 170.09912701104 12.44299280801 -- 0.523 0.136
IC2735 170.26620416666665 34.34412500000001 -- 1.007 0.262
IC2738 170.34606254214 34.35675962156 -- 0.53 0.477
IC2739 170.301766 11.914746 -- 0.36 0.31
IC2744 170.42714478354 34.36278343234 14.770000457763672 0.54 0.443
IC2745 170.38233010519 13.42664482621 -- 0.747 0.254
IC2746 170.44632463164 11.738586069409997 14.930000305175781 0.233 0.196
IC2749 170.43814166666664 8.574516666666664 -- 0.227 0.159
IC2750 170.46163923923 9.65843817558 -- 0.43 0.2
IC2751 170.53083627536 34.36633693698 -- 0.37 0.296
IC2752 170.508873 14.124583 -- -- --
IC2753 170.4987400807 9.878064566900001 -- -- --
IC2754 170.50991310215 14.14402799721 -- 0.52 0.24
IC2756 170.50375789823 9.960121919710001 -- 0.5 0.19
IC2757 170.50865000000002 8.393686111111114 -- 0.483 0.251
IC2758 170.51385129863 7.81350574774 -- 0.513 0.226
IC2759 170.55921211909 24.300124139140003 -- 0.55 0.33
IC2762 170.57434166666667 12.72288611111111 -- 0.347 0.139
IC2763 170.57658333333333 13.065108333333335 -- 0.753 0.121
IC2764 171.77092903457 -28.980187751520003 -- 1.163 0.954
IC2766 170.596077 12.90346 -- 0.51 0.34
IC2767 170.596619 13.077811 -- 0.42 0.42
IC2768 170.59813957222 12.528906712649999 -- 0.4 0.3
IC2769 170.60685930485 14.19587853941 -- 0.247 0.217
IC2770 170.60316293083 9.220679693200001 -- 0.21 0.172
IC2771 170.616874 12.519183 -- -- --
IC2776 170.666634 13.330546 -- 1.0 0.3
IC2777 170.66892901089 12.02555059384 -- 0.297 0.225
IC2779 170.685357 13.345377 -- 0.3 0.26
IC2781 170.711125 12.344893 -- 0.35 0.33
IC2782 170.72996666666668 13.440730555555556 -- 0.33 0.231
IC2784 170.79849665689 13.117694127619998 -- 0.277 0.21
IC2786 170.81401963351 13.39123110538 -- 0.39 0.312
IC2787 170.829486 13.629777 -- 0.658 0.658
IC2788 170.8623237542 12.69804648876 -- 0.43 0.25
IC2790 170.891926 9.555349 -- 0.46 0.32
IC2791 170.906738 12.895782 -- 0.353 0.353
IC2792 170.92295 11.404827777777777 -- -- --
IC2795 171.0169684083 12.13509982305 -- 0.163 0.163
IC2797 171.08773481763 11.705977962059999 -- 0.28 0.196
IC2798 171.09985416666666 12.415966666666668 -- 0.44 0.132
IC2799 171.111115 13.849103 -- 0.173 0.159
IC2800 171.112833 12.208812 -- -- --
IC2801 171.12092905911 10.18382748114 -- -- --
IC2803 171.147525 9.850014 -- 0.43 0.21
IC2804 171.23215951253 13.22205384111 -- 0.87 0.23
IC2811 171.43600618452 9.170506933490001 -- -- --
IC2813 171.52708957383 11.25573162552 -- 0.177 0.155
IC2814 171.53546800338 9.661807628559998 -- -- --
IC2815 171.56899984184 12.803803686000002 -- 0.49 0.35
IC2816 171.57617661351 10.636501485260002 -- -- --
IC2818 171.61181666666664 12.921002777777778 -- 0.267 0.16
IC2819 171.61413604946 13.84485528285 -- 0.327 0.137
IC2822 171.64190833333333 11.440286111111112 -- 0.34 0.211
IC2823 171.68608804671 12.84840264115 -- 0.413 0.182
IC2826 171.775352 13.238696 -- 0.34 0.265
IC2828 171.79550418714 8.73101858627 -- 0.453 0.209
IC2829 171.81241955747 10.32238922821 -- 0.467 0.233
IC2830 171.83992854413 7.8143050364099995 -- 0.297 0.231
IC2835 171.8816049905 12.1428823221 -- 0.29 0.203
IC2837 171.924842 10.313047 -- -- --
IC2838 171.93849703038 14.01124022125 -- 0.22 0.189
IC2839 171.93922115454 10.81975180752 -- -- --
IC2843 171.992027 13.183908 -- 0.277 0.238
IC2844 171.99204364197 11.45324531421 -- 0.69 0.35
IC2846 172.0020800878914 11.1581299205061 -- 0.393 0.26
IC2850 172.0540993138808 9.0620363100807 -- 0.437 0.192
IC2853 172.06186968431 9.147070715070003 -- 0.563 0.417
IC2856 172.06798548859 -12.890691419260003 -- 0.677 0.325
IC2857 172.129344 9.104431 -- 0.913 0.164
IC2858 172.149819 13.661491 -- -- --
IC2861 172.24569221584 38.85127186132 -- 0.493 0.424
IC2862 172.180469 10.12729 -- 0.253 0.162
IC2864 172.24866136149 12.36772846259 -- 0.337 0.202
IC2867 172.252239 9.089384 -- 0.436 0.346
IC2871 172.33619141187 8.602336425139999 -- 0.383 0.276
IC2872 172.21646930911373 -62.93103729944194 9.619999885559082 -- --
IC2873 172.36916666666664 13.217222222222222 -- 0.34 0.34
IC2877 172.40719583333333 12.853080555555554 -- 0.247 0.197
IC2878 172.409173 9.967596 -- -- --
IC2883 172.56574827755 10.91089629222 -- 0.183 0.161
IC2886 172.60179175395 11.562615234250002 -- -- --
IC2887 172.623905 9.3879 -- 0.91 0.27
IC2888 74.9417128502 -0.15759796730000003 -- 0.67 0.241
IC2889 172.62079491137 -13.0909504352 -- 0.577 0.369
IC2891 172.70059501821 12.67769503463 -- 0.45 0.34
IC2892 172.70346 10.58872 -- -- --
IC2893 172.722727 13.389892 -- 0.227 0.168
IC2894 172.739592 13.235357 -- 0.437 0.218
IC2897 172.825 11.55 -- -- --
IC2898 172.83507686442 13.336198111500002 -- 0.47 0.32
IC2900 172.87371508081 13.167300264329999 -- 0.213 0.128
IC2901 172.88387315172 12.699663886899998 -- 0.29 0.197
IC2903 172.91981695275 12.64259124217 -- 0.44 0.26
IC2910 172.97797240669 -9.72526464389 -- 0.733 0.411
IC2912 173.02962687375 11.709682315280002 -- 0.54 0.19
IC2913 172.9639514745 -30.410840074480003 -- 0.597 0.549
IC2914 173.05181716543 13.49246783339 -- 0.357 0.2
IC2919 173.14530833333333 14.189513888888888 -- 0.313 0.132
IC2921 173.20530279335 10.296466337299998 16.940000534057617 0.373 0.179
IC2925 173.30510624943 34.26510080145 -- 0.507 0.263
IC2928 173.37481182792 34.31622640434 -- 0.523 0.45
IC2930 173.4338884736 10.08863316072 -- 0.393 0.189
IC2933 173.55312349937 34.31249414006 -- 0.937 0.356
IC2934 173.58144583333333 13.321994444444444 -- 0.72 0.36
IC2936 173.736735 13.008795 -- 0.38 0.34
IC2938 173.90124800447 13.680737218620001 -- 0.59 0.425
IC2941 174.04155729236 10.05556314815 -- 0.383 0.291
IC2942 174.050851 11.81589 -- 0.65 0.35
IC2943 174.17627804716 54.84599335812 -- 0.353 0.29
IC2944 174.58333 -63.37278 -- -- --
IC2945 174.26786064168 12.926588554289998 -- 0.493 0.434
IC2946 174.37368750000002 32.25244444444444 -- 0.463 0.269
IC2947 174.37829583333334 31.36216388888889 -- 0.417 0.383
IC2948 174.822 -63.44 -- 12.6 12.6
IC2949 175.24385341557 -46.57045698313 -- 0.45 0.252
IC2950 175.4080416666667 37.99208333333333 -- 0.427 0.35
IC2951 175.85231754268 19.74981564106 13.550000190734863 0.973 0.487
IC2952 176.07135909079 33.35137579726 -- 0.337 0.222
IC2953 176.10743289517 33.35507158686 -- 0.707 0.452
IC2954 176.26557824425 26.82769401289 -- 0.377 0.301
IC2955 176.26621050864 19.620579276789996 -- 0.417 0.367
IC2956 176.32317591476 26.76739516668 -- 0.627 0.514
IC2957 176.4040869194276 31.2997335246727 -- 0.433 0.26
IC2958 176.42635693438 33.154450119159996 -- 0.38 0.312
IC2959 176.5422633195 33.10873223605 -- 0.897 0.251
IC2960 176.58207387967 35.003734356959995 -- 0.443 0.31
IC2961 176.9564644075 31.34486438796 -- 0.24 0.154
IC2963 177.35233954722 -5.11839865737 -- 0.833 0.233
IC2965 178.5063956361 -19.56889025014 -- 2.107 0.463
IC2966 177.5525 -64.87194444444444 -- -- --
IC2967 177.72969024082 30.850712932210005 -- 0.487 0.448
IC2968 178.12718143626 20.62547907182 -- 0.41 0.246
IC2969 178.13038932541 -3.8723505795000013 -- 0.58 0.394
IC2971 178.36474384108 30.696928841589997 -- 0.393 0.283
IC2972 178.41934166666664 -3.996516666666667 -- 0.857 0.291
IC2973 178.46176250000002 33.365638888888896 -- 0.667 0.24
IC2974 178.45311311115 -5.16773788646 -- 1.597 0.319
IC2976 179.00440625487 -2.7208773046100005 -- 0.81 0.664
IC2977 178.81112866914 -37.69637465248 -- 1.047 0.628
IC2978 179.09522473673 32.03729280553 -- 0.437 0.245
IC2979 179.22599366664 32.158818582580004 -- 0.683 0.383
IC2980 179.37566519264 -73.68452189635 -- 1.13 0.814
IC2981 178.9276143233 32.18886805049 -- 0.39 0.296
IC2982 179.46405260589 27.86868983087 -- 0.507 0.345
IC2983 179.52408058366 -2.1200746857299997 -- 0.93 0.688
IC2984 179.78126666666665 30.697533333333336 -- 0.387 0.209
IC2985 179.8032375 30.731147222222216 -- 0.38 0.175
IC2986 179.95670324433 30.844418630190006 -- 0.44 0.387
IC2987 180.85231379393997 38.8133345997 -- 0.473 0.256
IC2989 181.14176513778997 1.8015785671499995 -- 0.627 0.326
IC2990 181.16088871001998 11.04999976357 -- 0.357 0.193
IC2991 181.3021083333333 10.640336111111111 -- 0.233 0.121
IC2992 181.31600833333331 30.85541388888889 -- 0.31 0.26
IC2993 181.53124810198997 32.89460827956 -- 0.393 0.173
IC2994 181.36612538758996 12.70288763405 -- 0.263 0.216
IC2995 181.44543333333334 -27.94011944444444 -- 1.847 0.554
IC2996 181.4526375 -29.97190833333333 -- 0.92 0.276
IC2997 181.36631649085996 20.308727557239997 -- 0.74 0.385
IC2999 181.48968333333332 31.348441666666666 -- 0.507 0.182
IC3001 181.57005653562996 33.52586015439 -- 0.563 0.282
IC3002 181.7675625 33.382866666666665 -- 0.31 0.248
IC3003 181.88592054582998 32.81299099726 -- 0.487 0.36
IC3004 181.792671 13.247525 -- 1.2666667 1.1666666
IC3005 181.80917987171998 -30.02467049783 -- 1.347 0.296
IC3007 181.87826133660997 31.348099151410004 -- 0.357 0.271
IC3008 181.96572939665998 13.57732206726 -- 0.573 0.275
IC3010 181.98913757093 -30.339394119089995 -- 1.243 0.87
IC3011 182.04013009449997 10.37897324267 -- 3.89 2.45
IC3012 182.09974122246996 11.17659259055 -- 0.387 0.217
IC3013 182.106579 10.016674 -- 0.17 0.112
IC3014 182.15422433974996 38.83175821985 -- 0.53 0.424
IC3015 182.25125726560998 -31.519886702060003 -- 1.947 0.584
IC3016 182.32724322294996 11.430187875759998 -- 0.283 0.215
IC3017 182.34508961107997 13.61816422578 -- 0.33 0.224
IC3018 182.35398749999996 13.57473888888889 -- 0.403 0.137
IC3019 182.342737 13.992425 -- 2.5 2.5
IC3020 182.36341461819998 14.22450032644 -- 0.27 0.211
IC3021 182.477385 13.049977 -- 1.3666667 1.3666667
IC3022 182.50991642899996 38.73997489738001 -- 0.597 0.561
IC3023 182.507268 14.366871 -- 1.8333334 1.8333334
IC3024 182.54967448036996 12.32563246453 -- 0.57 0.239
IC3025 182.5966208333333 10.188505555555556 -- 0.267 0.224
IC3028 182.64899468494997 11.760819032270001 -- 0.29 0.168
IC3031 182.76746605956 13.30844035032 -- 0.303 0.133
IC3032 182.78234999999998 14.275047222222224 -- 0.38 0.334
IC3033 182.791464 13.587506 -- 1.1 0.7
IC3034 182.94917645064996 14.20115005676 -- 0.543 0.163
IC3035 183.04916839369997 13.246503169269998 13.539999961853027 0.797 0.478
IC3036 183.062774 12.488086 -- 1.7 1.7
IC3037 183.08526666666666 9.986413888888888 -- 0.257 0.159
IC3038 183.13587857678 11.352823977619998 -- 0.227 0.159
IC3039 183.13573714303996 12.30988389481 -- 0.503 0.242
IC3040 183.143868 11.075036 -- 1.2 1.2
IC3041 183.177755 12.762843 -- 1.0 0.5
IC3042 183.19351249999997 10.865997222222221 -- 1.837 0.404
IC3043 183.19663445927 10.00967305478 -- 0.33 0.106
IC3044 183.201936 13.976256 -- 2.2666667 0.8
IC3047 183.31097499999998 12.997605555555554 -- 0.273 0.142
IC3049 183.388981 14.480822 -- 1.2666667 0.6666667
IC3050 183.44682534990997 13.424845859620001 11.739999771118164 1.52 1.216
IC3051 183.47328333333328 13.172905555555552 12.3100004196167 1.473 0.707
IC3052 183.451128 12.690543 -- 0.73333335 0.46666667
IC3053 183.46636589507 14.22297623078 -- 0.36 0.223
IC3055 183.59304166666664 12.09152777777778 -- 1.0 0.6666667
IC3056 183.653906 12.811856 14.729999542236328 1.5 0.5
IC3058 183.69769072993998 14.09551430147 -- 0.277 0.205
IC3059 183.729989 13.461392 14.1899995803833 1.7 1.3
IC3060 183.75872588869998 12.547110116380003 -- 0.453 0.263
IC3061 183.76882916666665 14.028975 -- 1.327 0.265
IC3062 183.77238144287998 13.59477147046 -- 0.55 0.429
IC3063 183.7784125 12.016747222222223 -- 0.653 0.327
IC3064 183.82009864371997 13.02400281929 12.149999618530273 4.68 0.85
IC3065 183.80233007329997 14.43290814903 -- 0.623 0.411
IC3066 183.81718333333333 13.4748 -- 0.583 0.14
IC3067 183.81623070915998 23.958166977580003 -- 0.51 0.316
IC3068 183.84667916666663 11.510877777777779 -- 1.0 0.8666667
IC3069 183.832801 10.160809 -- 0.6666667 0.43333334
IC3073 183.89960999999997 13.619679999999999 -- 1.0 0.6
IC3074 183.941665 10.700929 -- 3.5 0.8333333
IC3075 183.97951628867997 23.59554306993 -- 0.603 0.398
IC3077 183.98481666666666 14.433574999999998 -- 0.453 0.272
IC3078 184.00018277369998 12.68729040715 17.170000076293945 0.377 0.347
IC3079 184.01717688070997 11.53483319942 -- 0.367 0.227
IC3080 184.01111176698 14.189413406639998 -- 0.53 0.36
IC3081 184.03777552687998 12.69128940354 -- 0.44 0.22
IC3084 184.0979166666667 23.91777777777778 -- 0.46 0.35
IC3087 184.09384166666666 13.307072222222224 -- 2.027 0.284
IC3089 184.12370438509998 23.82771460557 -- 0.383 0.268
IC3091 184.12152423956996 14.012361183549999 -- 0.597 0.334
IC3092 184.13451328728996 10.04642683597 -- 0.35 0.25
IC3093 184.17651444037 14.277855162450003 -- 0.32 0.205
IC3094 184.23331466745998 13.625403100459998 -- 0.47 0.404
IC3095 184.23138893059996 23.957943458260004 -- 0.413 0.198
IC3096 184.21872083333332 14.514455555555557 -- 0.567 0.227
IC3097 184.25460914621996 9.407548177109998 -- 0.35 0.203
IC3098 184.29117458245997 7.191575941390002 13.600000381469727 2.243 0.628
IC3099 184.28844999999995 12.453947222222222 -- 1.037 0.187
IC3100 184.27312986443 12.289843074779998 -- 0.463 0.195
IC3101 184.33186897643998 11.943464471569998 -- 0.197 0.185
IC3102 184.35757136497998 6.690106227129999 -- 1.373 0.742
IC3103 184.37499999999997 9.366666666666667 -- -- --
IC3104 184.69192 -79.72606999999999 12.800000190734863 2.82 1.35
IC3105 184.390623 12.388098 -- 4.0 1.3333334
IC3107 184.44552888773998 10.84467603498 -- 0.643 0.335
IC3108 184.42790993614997 13.37993796636 -- 1.3333334 0.5
IC3109 184.43373464181997 13.17102743986 -- 0.297 0.279
IC3110 184.43682698347996 37.39968164443 -- 0.27 0.216
IC3111 184.46173273754997 8.430249206590002 -- 0.343 0.179
IC3112 184.45148323913998 26.03070815805 -- 0.757 0.363
IC3113 184.49216583466998 7.185924344030001 -- 0.873 0.559
IC3115 184.49959921277997 6.65418155293 -- 2.6666667 2.6666667
IC3116 184.48866249999998 25.076405555555553 -- 0.253 0.203
IC3118 184.546178 9.499725 -- 1.8 1.8
IC3119 184.53529201537998 24.68829893303 -- 0.373 0.321
IC3120 184.56347499999995 13.749166666666666 -- 0.187 0.153
IC3122 184.58924620913996 25.21674075066 -- 0.67 0.429
IC3126 184.65480512444998 13.815168224170002 -- 0.8333333 0.6333333
IC3127 184.646825 11.870392 -- 0.23 0.189
IC3128 184.67456612707997 11.73211826858 -- 0.38 0.16
IC3131 184.71208609026996 7.861962984530001 -- 0.46 0.432
IC3134 184.73383727569998 8.961582460300002 -- 0.457 0.265
IC3136 184.73884583333333 6.184330555555557 -- 0.733 0.264
IC3137 184.72787499999998 12.469938888888887 -- 0.287 0.12
IC3138 184.73398748617 12.4452756098 -- 0.23333333 0.23333333
IC3141 184.74347758679997 24.18625972843 -- 0.603 0.29
IC3142 184.771214 13.981164 -- 1.4333333 0.6666667
IC3143 184.77253749999994 27.298216666666665 -- 0.273 0.169
IC3144 184.790713 25.29697 -- 0.37 0.28
IC3146 184.80226249999996 25.714888888888886 -- 0.173 0.125
IC3147 184.82163730317998 12.01617422758 -- 0.31 0.248
IC3148 184.84135456147 7.87179760356 -- 1.2 1.2
IC3149 184.85086329017997 12.301355879770002 -- 0.417 0.292
IC3150 184.868832 7.798527 -- 0.8333333 0.8333333
IC3151 184.88694822673997 9.414194961849999 -- 0.55 0.286
IC3152 184.89989302789996 -26.145465338069997 -- 0.97 0.834
IC3153 184.90357916666665 5.397913888888887 -- 0.36 0.295
IC3155 184.93883183195996 6.005888992190001 -- 0.74 0.296
IC3156 184.9336833333333 9.148569444444442 -- 0.323 0.207
IC3157 184.94965922792997 12.421940896659999 -- 0.607 0.315
IC3159 184.971679 11.674459 -- 0.6666667 0.56666666
IC3165 185.01983953626998 27.975330404719998 -- 0.627 0.401
IC3167 185.07838333333336 9.544775 -- 0.38 0.342
IC3168 185.07724496310996 27.920397812330002 -- 0.447 0.286
IC3169 185.08910708333332 25.59948438888889 -- -- --
IC3170 185.11061148303997 9.424250538220003 -- 0.353 0.332
IC3171 185.10022071016996 25.560558230700003 -- 0.563 0.473
IC3172 185.10226781982 27.818781168809995 -- -- --
IC3173 185.12572742499998 11.34093351176 -- 0.427 0.273
IC3174 185.12302026916998 10.24516311866 -- 0.317 0.177
IC3175 185.13903313842997 9.853384459159999 -- 0.467 0.196
IC3176 185.12531347612997 25.515384411280003 -- 0.3 0.18
IC3179 185.15727083333334 26.1654 -- 0.223 0.17
IC3181 185.17537580014996 29.34587055549 -- 0.853 0.495
IC3184 185.19496026883996 24.91555213031 -- 0.503 0.262
IC3185 185.21947968066996 25.42968201191 -- 0.363 0.167
IC3186 185.23196249999998 24.669025 -- 0.49 0.353
IC3187 185.22783173227998 11.16180140132 -- 0.303 0.224
IC3188 185.22955490462 11.00889882427 -- 0.39 0.296
IC3189 185.23462641631997 25.42650628322 -- 0.44 0.23
IC3192 185.270023 11.754596 -- 0.73333335 0.73333335
IC3193 185.25535967559998 27.89877900645 -- 0.61 0.207
IC3195 185.32258406962998 25.80826900145 -- -- --
IC3196 185.36093008954998 11.75778344518 -- 0.24 0.202
IC3199 185.44004004095 10.59562986252 -- 0.51 0.306
IC3200 185.40494657233998 26.76074041456 -- -- --
IC3203 185.44029166666664 25.884605555555556 -- 0.957 0.21
IC3204 185.46013289961996 24.249111188870003 -- 0.19 0.152
IC3205 185.46223833118998 26.340979242659998 -- 0.407 0.382
IC3206 185.46375487600997 26.363575345449995 -- 0.267 0.197
IC3207 185.46764311617997 24.35456977523 -- -- --
IC3209 185.52564358052996 11.75474123583 -- 0.727 0.189
IC3210 185.50407442694998 28.431086851349995 -- 0.433 0.286
IC3211 185.53048371340998 8.990564786630001 -- 0.177 0.1
IC3212 185.51411072602 28.186044192050005 -- 0.34 0.299
IC3213 185.53190900357998 23.8695955 -- 0.487 0.282
IC3215 185.54241058169998 26.05215693322 -- 1.41 0.39
IC3216 185.54919185012997 25.28668202697 -- -- --
IC3217 185.55446 26.388027 -- -- --
IC3218 185.58112916666667 6.927725 -- 0.303 0.2
IC3221 185.58393098110997 25.28377285449 -- -- --
IC3222 185.58094999999997 28.831722222222222 15.100000381469727 0.433 0.217
IC3224 185.65032557196997 12.157677429060001 -- 0.8333333 0.8333333
IC3225 185.66246499999997 6.677048 -- 0.533 0.203
IC3227 185.64877499999997 24.085086111111107 -- 0.187 0.105
IC3228 185.66401322355 24.330030426590003 -- 0.553 0.144
IC3229 185.71986249999998 6.68058888888889 -- 0.357 0.2
IC3230 185.665312 27.746988 -- 0.217 0.152
IC3231 185.682388 24.820476 -- -- --
IC3233 185.72845986328 12.56679781188 -- 0.38 0.137
IC3234 185.71736143616997 28.11253840127 -- -- --
IC3235 185.74110416666664 13.545741666666666 -- 0.237 0.123
IC3236 185.75074999999995 10.101122222222221 -- 0.153 0.153
IC3237 185.741697 28.494146 -- 0.45 0.31
IC3238 185.77655083111998 14.458337305250001 -- 0.5 0.3
IC3239 185.78991 11.725981 -- 1.3333334 0.6333333
IC3240 185.78055700160996 10.362266191909999 -- 0.31 0.192
IC3242 185.79350956221998 26.248875099120003 -- -- --
IC3243 185.79714751057998 27.76570116642 -- 0.5 0.25
IC3244 185.80096249999997 14.388877777777777 -- 0.37 0.281
IC3246 185.82144441415997 13.051838387809997 -- 0.263 0.211
IC3247 185.80807499999997 28.89410833333333 -- 1.017 0.183
IC3253 185.93846249999996 -34.62218055555556 11.619999885559082 1.893 0.795
IC3254 185.87413581286998 19.42690613677 -- 1.093 0.656
IC3255 185.8947583333333 9.648658333333334 -- 0.347 0.25
IC3256 185.91251335186996 7.053988749750001 -- 0.797 0.398
IC3258 185.93532887606997 12.478319831470001 -- 0.587 0.176
IC3259 185.95207083333332 7.185325 -- 0.633 0.329
IC3260 185.97279583333332 7.107266666666667 -- 0.757 0.303
IC3261 185.96868996081997 11.48127978319 -- 0.73333335 0.36666667
IC3262 185.95069970942998 27.394248552949996 -- 0.58 0.267
IC3263 185.96077575685996 28.19949239621 -- 0.433 0.373
IC3266 186.001062 7.785177 -- 1.4 1.4
IC3267 186.02304239724998 7.04125157685 -- 0.41 0.336
IC3268 186.0309583333333 6.607469444444444 -- 0.517 0.372
IC3269 186.01833849228 27.43475844417 -- -- --
IC3270 186.02438878956997 27.57790075728 -- -- --
IC3271 186.05800333450998 7.953046753570002 -- 0.32 0.186
IC3272 186.03875288376997 23.28461844607 -- 0.5 0.25
IC3273 186.06056249999997 8.535802777777779 -- 1.983 0.317
IC3274 186.06131695199997 9.26685461332 -- 0.4 0.304
IC3275 186.08115216124997 10.44633720734 -- 0.23 0.175
IC3278 186.06435247409996 27.41844296661 -- 0.43 0.3
IC3283 186.11676872610997 27.21121107609 -- -- --
IC3284 186.15644454088996 10.83903633437 -- 0.353 0.233
IC3286 186.14361367412997 23.747863321040004 -- 0.48 0.39
IC3289 186.23940526225996 -26.03064249687 -- 0.74 0.71
IC3290 186.28738333333334 -39.775488888888894 -- 1.18 0.802
IC3291 186.20170450152997 12.01849440906 -- 0.357 0.25
IC3292 186.20148145360997 18.195114152779997 -- 0.5 0.33
IC3293 186.22296246162998 17.43242051136 -- -- --
IC3296 186.24094832963996 24.3828415261 -- 0.423 0.288
IC3298 186.26583749999995 17.015091666666667 -- 0.633 0.177
IC3299 186.263065 27.374495 -- 0.277 0.183
IC3300 186.27072377082996 25.95748194766 -- 0.967 0.251
IC3302 186.29343 25.879803 -- -- --
IC3303 186.31332992389997 12.7146623503 14.239999771118164 0.447 0.295
IC3304 186.29876956577 25.42520253407 -- -- --
IC3305 186.31041678098998 11.849609124039999 -- 0.273 0.208
IC3306 186.30199909449996 27.402358945540005 -- 0.45 0.216
IC3308 186.32514899999995 26.714338000000005 -- 1.32 0.38
IC3309 186.333854 28.380995 -- 1.05 0.45
IC3311 186.38792499999997 12.260283333333334 -- 1.06 0.212
IC3313 186.401785 15.829811 -- 1.1666666 1.1666666
IC3316 186.400625 26.163275 -- 0.45 0.4
IC3317 186.41258 25.34444 -- -- --
IC3321 186.44237124668996 26.08249619585 -- -- --
IC3322 186.47550833333332 7.55482222222222 -- 1.17 0.257
IC3324 186.454831 26.739898 -- -- --
IC3325 186.46440156089997 23.89590008408 -- -- --
IC3326 186.46972539509997 23.76844389536 -- 0.44 0.21
IC3327 186.51155569546998 14.880362235520002 -- 0.423 0.347
IC3328 186.49134918681997 10.05376454192 -- 0.47 0.367
IC3329 186.46385043620998 27.56079100236 -- 3.02 2.23
IC3330 186.48457208447 30.843539039 -- 0.597 0.298
IC3331 186.52213827386998 11.812213503469998 -- 0.373 0.209
IC3336 186.58284399275996 26.838410235259996 -- 0.51 0.173
IC3337 186.589448 25.311529 -- 0.55 0.46
IC3339 186.624412 8.872245 -- 1.3333334 1.3333334
IC3340 186.63625253434998 16.84465204766 -- 0.55 0.253
IC3341 186.597395 27.745539 -- 0.45 0.26
IC3344 186.63495706792997 13.578762290639997 -- 0.373 0.202
IC3345 186.63889817427997 24.368824847809996 -- -- --
IC3347 186.68563749999998 10.918736111111112 -- 0.213 0.119
IC3349 186.69609585649997 12.45398483093 13.979999542236328 0.493 0.335
IC3355 186.71444177353 13.17302512189 14.859999656677246 1.1 0.5
IC3356 186.710388 11.559017 -- 1.5 0.9
IC3357 186.71394304914 9.777499218610002 -- 0.297 0.154
IC3358 186.72676249999998 11.663566666666668 13.520000457763672 0.417 0.317
IC3359 186.71422009299997 23.498144201740004 -- 0.29 0.128
IC3363 186.76376249999996 12.560472222222224 14.539999961853027 0.42 0.21
IC3364 186.77043785991998 25.56325565284 -- -- --
IC3365 186.79731666666663 15.896469444444444 -- 0.4 0.168
IC3366 186.80083333333332 9.409722222222223 -- 0.3 0.17
IC3367 186.79195475815996 26.957400373 -- 0.407 0.325
