#Name Ra Dec Flux[V] maj_ax min_ax
IC1011 217.01889325296 1.00628123562 -- 0.38 0.266
IC1012 216.78958678966 30.94820485364 -- 0.4 0.336
IC1014 217.07674158930996 13.78022252671 -- 0.693 0.527
IC1015 217.07708333333335 15.41861111111111 -- 0.588 0.263
IC1016 216.88492380445 4.8216477517800005 -- 0.533 0.309
IC1017 217.03012990118998 25.868780644319997 -- 0.727 0.349
IC1018 217.05333072087998 25.83050590171 -- 0.253 0.208
IC1019 217.056212 25.947403 -- 0.503 0.362
IC1020 217.20619444354998 26.032247418560004 -- 0.833 0.25
IC1021 217.32133621906996 20.654535350079996 -- 0.58 0.464
IC1022 217.5077833333333 3.7733472222222226 -- 0.6 0.24
IC1023 218.10416666666666 -35.80333333333333 -- -- --
IC1024 217.8634208333333 3.009105555555556 -- 0.937 0.337
IC1025 217.86790499999998 7.063873055555557 -- 0.377 0.211
IC1027 217.45207246696998 53.96500054952 -- 0.497 0.457
IC1028 218.31842903719 41.65034922592 -- 0.873 0.349
IC1029 218.11359849291998 49.90462899187 12.649999618530273 1.94 0.466
IC1031 218.60001916459 48.03746466175 -- 0.437 0.393
IC1032 218.66260867911 47.96831014655 -- 0.44 0.29
IC1033 218.67394380296997 47.93777419441 -- 0.53 0.456
IC1034 219.307175 14.665219444444446 -- 0.417 0.317
IC1035 219.54253451294997 9.33604890901 -- 0.503 0.413
IC1036 219.59494903075 18.11117214878 -- 0.417 0.2
IC1037 219.60570614241 18.18400290923 -- 0.677 0.46
IC1038 220.02661192446996 13.38599366377 -- 0.353 0.261
IC1039 220.12248716138998 3.43276798786 -- 0.377 0.279
IC1040 220.09467471348998 9.47614474598 -- 0.307 0.258
IC1041 220.15794223192998 3.3770213295 -- 0.613 0.368
IC1042 220.162611 3.469738 -- 0.773 0.634
IC1043 220.1806246747 3.37402014773 -- 0.343 0.206
IC1044 220.37092150305 9.43093750204 -- 0.573 0.31
IC1046 219.47222803325 69.01450939246 -- 0.623 0.324
IC1047 220.58318614998 19.19186089073 -- 0.48 0.346
IC1048 220.74114999999998 4.890127777777779 -- 1.543 0.401
IC1049 219.88801313453 62.00294150874 -- 0.653 0.47
IC1050 221.02968486083998 18.01260450791 -- 0.397 0.238
IC1051 221.04827929876 19.020207913090005 -- 0.387 0.371
IC1052 221.05876954076996 20.61403026372 -- 0.65 0.221
IC1053 221.43020895531 16.94689158528 -- 0.423 0.237
IC1054 221.63019121760996 1.2747750672 -- 0.657 0.486
IC1055 221.85699722199996 -13.71615632849 -- 1.663 0.566
IC1056 221.45432574670997 50.39405873851 -- 0.55 0.374
IC1058 222.3016420516 17.020929484019998 -- 0.877 0.298
IC1059 222.67732389057 -0.87579843538 -- 0.39398167 0.39398167
IC1060 222.94721784673 -7.2326637953 -- 0.803 0.45
IC1062 222.82360465964 18.68714177635 -- 0.57 0.388
IC1063 223.04583021745 4.681565662310001 -- 0.623 0.474
IC1065 222.33996964047 63.27049985979999 16.389999389648438 0.533 0.352
IC1066 223.26189792475 3.2960147489500002 -- 0.757 0.439
IC1067 223.27181677830998 3.3317604796599998 -- 0.867 0.641
IC1068 223.38716108742 3.07730299913 -- 0.597 0.465
IC1069 222.69378592442996 54.41120180484 -- 0.613 0.343
IC1070 223.46368048481997 3.48462931384 -- 0.46 0.212
IC1071 223.55209654683 4.75014580553 -- 0.78 0.577
IC1072 223.55472272652997 4.8415386879 -- 0.503 0.372
IC1073 223.55979414286 4.79437118543 -- 0.327 0.255
IC1074 222.98888337555996 51.26487515208 -- 0.713 0.314
IC1075 223.70512499999995 18.10586944444444 -- 0.59 0.342
IC1076 223.74833487986 18.037297745349996 -- 0.647 0.323
IC1077 224.34051666666664 -19.213641666666664 -- 0.923 0.868
IC1078 224.12088845799997 9.354525620130001 -- 0.61 0.378
IC1079 224.15066755276 9.3697325036 -- 0.82 0.574
IC1080 224.49919462532 -6.7232333839 -- 0.693 0.569
IC1081 224.729543196 -19.239128001520005 -- 1.11 0.422
IC1082 224.71869331603 7.007283890239999 -- 0.57 0.433
IC1083 223.88936953347 68.40866405167 -- 0.537 0.419
IC1084 225.31201259909 -7.47477876204 -- 0.487 0.38
IC1085 225.68074166666662 17.252552777777776 -- 0.533 0.48
IC1086 225.87151276369 17.114430600299997 -- 0.44 0.29
IC1087 226.68286945833 3.77683845065 -- 0.49 0.235
IC1088 226.69087749676 3.7726322097400002 -- 0.64 0.179
IC1089 226.8582698582 7.1167434926199995 -- 0.573 0.401
IC1090 225.94076129905997 42.699634030009996 -- 0.373 0.291
IC1091 227.05630171665996 -11.14099517563 -- 0.807 0.581
IC1092 226.90047143714997 9.358215294450002 -- 0.563 0.315
IC1093 226.89848939107998 14.54797347947 -- 0.5 0.36
IC1094 226.9375 14.625 -- -- --
IC1096 227.09984974283 19.20810929555 -- 0.49 0.421
IC1097 227.13040302118 19.18434346957 -- 0.467 0.308
IC1099 226.72774666962 56.50898788981 -- 0.673 0.633
IC1100 226.58674477345 62.98097447194 -- 0.677 0.46
IC1101 227.733751 5.744775 -- 0.877 0.491
IC1102 227.7707375 4.294138888888889 -- 0.623 0.324
IC1103 227.89948098893998 19.207768965999996 -- 0.56 0.358
IC1105 228.30795840439998 4.28754017443 -- 0.653 0.405
IC1106 228.48450463309 4.710946493230001 -- 0.6 0.288
IC1107 228.53734027751997 4.714412890650001 -- 0.707 0.311
IC1108 229.20815106385996 -45.64961563337 10.899999618530273 0.21435833 0.21422167
IC1109 229.26658029113 5.2561102319 -- 0.497 0.417
IC1110 228.02116314568997 67.36256590989 -- 0.913 0.292
IC1111 229.00385692228997 54.48229928698 -- 0.613 0.356
IC1112 229.44729015965 7.218272738369998 -- 0.653 0.34
IC1113 229.56297499987 12.48867166736 -- 0.343 0.288
IC1116 230.4803076496 8.42377993689 -- 0.54 0.432
IC1117 231.09537962307 15.488536685749999 -- 0.433 0.208
IC1118 231.24800719454004 13.445072837269999 -- 0.573 0.39
IC1119 231.4345833333333 -3.6569444444444446 -- 0.602 0.457
IC1121 231.93360376432 6.80386927521 -- 0.497 0.427
IC1122 232.37345760065 7.57324129254 -- 0.767 0.445
IC1124 232.50251666666668 23.6382 -- 0.843 0.337
IC1125 233.27333326921 -1.62828537638 -- 0.66 0.409
IC1128 234.47047358351 -1.73525765644 -- 0.617 0.444
IC1129 233.00349161214004 68.24624721362 -- 0.457 0.374
IC1130 234.43341513084 17.24444540859 -- 0.407 0.252
IC1131 234.71540838049 12.080623383099999 -- 0.457 0.338
IC1132 235.02814893887 20.68057968874 -- 0.64 0.614
IC1133 235.30048180341 15.57301088054 -- 0.587 0.246
IC1134 236.24374682657 16.962085877409997 -- 0.57 0.422
IC1135 236.41783683877003 17.69076996968 -- 0.14 0.14
IC1136 236.89326666666665 -1.5451694444444444 -- 0.493 0.483
IC1137 237.13583910418998 8.58792569605 -- 0.473 0.388
IC1138 237.06598722828 26.20662759377 -- 0.83 0.199
IC1139 232.35877027051004 82.58392934721 -- 0.5 0.23
IC1141 237.44558284382998 12.399313944570002 -- 0.45 0.423
IC1142 237.60798534744998 18.13959752502 -- 0.54 0.454
IC1143 232.73394247208 82.45577378027 -- 0.913 0.785
IC1144 237.84039335635998 43.41766933294 -- 0.487 0.409
IC1145 236.0357208333333 72.43117500000001 -- 0.907 0.308
IC1146 237.09210046353 69.38556211276 -- 0.65 0.494
IC1147 237.5481697764 69.56002706672 -- 0.443 0.399
IC1148 239.28388059898003 22.404576882479997 -- 0.79 0.616
IC1149 239.53322766677996 12.07029593161 -- 0.723 0.463
IC1151 239.63475624477996 17.44146468315 -- 0.89 0.445
IC1152 239.18050597560998 48.09499345815 -- 0.64 0.602
IC1153 239.2625113194 48.16837498176999 -- 0.787 0.629
IC1154 238.11934272044 70.37515858346 -- 0.61 0.464
IC1155 240.14902630737998 15.68562090408 -- 0.457 0.329
IC1156 240.15566189562998 19.72321740212 -- 0.533 0.512
IC1157 240.23440737818004 15.526454440030001 -- 0.5 0.23
IC1158 240.39196666666663 1.7078305555555555 -- 0.993 0.517
IC1160 240.26046367407997 15.494676056439996 -- 0.41 0.246
IC1161 240.32008072357996 15.645377460130002 -- 0.397 0.349
IC1162 240.31804868540002 17.67779622755 -- 0.323 0.239
IC1163 240.37725374736 15.503917525120002 -- 0.473 0.426
IC1165 240.53345437641 15.696538868509998 -- 0.843 0.455
IC1166 240.53717109538997 26.32934657523 16.770000457763672 0.243 0.161
IC1167 240.97025963402 14.94643363359 -- 0.323 0.272
IC1168 240.98204638058996 14.90244762609 -- 0.377 0.301
IC1169 241.05593196380994 13.744025065009998 -- 0.717 0.487
IC1170 241.13203868244 17.721455254170003 -- 0.347 0.201
IC1171 241.21601821358 17.97827652656 -- -- --
IC1173 241.3024 17.42275 -- 0.577 0.288
IC1174 241.3617754743 15.025336043890004 -- 0.733 0.499
IC1176 241.38032719232996 17.96362520547 -- 0.71 0.383
IC1177 241.33242607652 18.31535508204 -- 0.54 0.41
IC1179 241.342576 17.754181 -- 0.62 0.43
IC1182 241.40331815887998 17.8020616929 15.1899995803833 0.49 0.402
IC1183 241.40895649854997 17.767882228919998 -- 0.547 0.361
IC1185 241.43619058641997 17.717025955349996 -- 0.48 0.413
IC1186 241.43426046218997 17.36213371395 -- 0.64 0.371
IC1187 239.79250140838002 70.5570325024 -- 0.353 0.219
IC1189 241.56180077467997 18.18288823373 -- 0.417 0.283
IC1190 241.46843608412 18.220520560919997 -- 0.613 0.233
IC1191 241.62072399159 18.267782411349998 -- 0.55 0.21
IC1192 241.63805082736997 17.77577277119 -- 0.607 0.243
IC1193 241.63417856353004 17.71384743707 -- 0.457 0.365
IC1194 241.66395523494998 17.761197848320002 -- 0.46 0.368
IC1195 241.67037621588997 17.19177960018 -- 0.48 0.317
IC1196 241.99315416795 10.779611421599999 -- 0.55 0.33
IC1197 242.07205 7.538552777777777 -- 1.51 0.242
IC1198 242.15156887570004 12.33100049988 14.9399995803833 0.597 0.298
IC1199 242.64309230072996 10.04039642947 -- 0.35 0.238
IC1201 241.42360900203 69.59380635555 -- 0.567 0.227
IC1202 243.23686966115997 9.867059534320001 -- 1.197 0.383
IC1204 241.81452350568 69.93142410754 -- 0.593 0.249
IC1205 243.56634582494996 9.53719750653 -- 0.46 0.396
IC1206 243.80446872772 11.29739241801 -- 0.487 0.37
IC1208 243.94954181378 36.52733025476 -- 0.733 0.205
IC1209 244.66503256576996 15.55831375147 -- 0.67 0.549
IC1210 243.62581587988 62.53663974474 -- 0.647 0.323
IC1211 244.21658121253 53.00602864369 -- 0.76 0.669
IC1212 243.87816050761 64.22508482655 -- 0.513 0.462
IC1213 245.54292500571998 -1.51484688403 -- 0.64 0.55
IC1214 244.04869526836 65.96881355526 -- 0.597 0.322
IC1215 243.89629327686004 68.39768842571 -- 0.5 0.41
IC1216 243.98094735590996 68.3498685954 -- 0.317 0.253
IC1218 244.15455416666663 68.20259166666666 -- 0.777 0.186
IC1219 246.11434909525 19.4825162581 -- 0.727 0.349
IC1220 247.40956603196997 8.45071167749 -- 0.66 0.515
IC1221 248.67341282763 46.392086727679995 -- 0.53 0.424
IC1222 248.78827776482 46.21392024946 13.449999809265137 0.727 0.392
IC1223 248.92694930572 49.22053762879 -- 0.55 0.374
IC1224 250.73453707506 19.254364436349995 -- 0.743 0.505
IC1225 249.21894284037998 67.62941446019 -- 0.747 0.254
IC1226 250.27735906417996 46.00406214788 -- 0.43 0.361
IC1228 250.5267313174 65.58546355569 -- 0.893 0.411
IC1229 251.24507953573 51.30805351921 -- 0.417 0.258
IC1230 251.25659921123997 51.26038785208 -- 0.56 0.392
IC1231 251.74598538931997 58.423133151559995 13.20300006866455 1.083 0.498
IC1235 253.0151189637 63.11585473655 -- 0.74 0.52
IC1236 254.62333380225994 20.04147014522 -- 0.64 0.589
IC1237 254.06675068017 55.02653448795 -- 1.073 0.301
IC1241 255.3675786103695 63.6910796681907 -- 0.58 0.383
IC1242 257.17860227252993 4.04990125278 -- 0.467 0.364
IC1244 257.64033563252 36.30341380648 -- 0.673 0.606
IC1245 258.15250250284 38.02045433735 -- 0.767 0.537
IC1248 257.91715670902 59.995564726119994 -- 0.51 0.316
IC1249 258.72924391816 35.520484777229996 -- 0.413 0.339
IC1251 257.5551166666667 72.41073611111112 -- 0.407 0.285
IC1252 258.96002607234 57.36677214948999 -- 0.803 0.225
IC1254 257.8889458333333 72.40202222222223 13.84000015258789 0.683 0.273
IC1255 260.77250121059 12.69546645675 -- 0.693 0.388
IC1256 260.94702904115 26.48651972075 13.550999641418457 0.847 0.474
IC1257 261.775 -7.083333333333333 -- -- --
IC1258 261.82242573064 58.48547267584999 -- 0.69 0.552
IC1259 261.85292095444 58.51690859327001 -- 0.22666667 0.22666667
IC1260 261.88212660403 58.47584585855999 -- 0.303 0.255
IC1261 260.85882828099 71.26278087316 -- 1.163 0.349
IC1262 263.25840691669 43.75966754181 -- 0.797 0.462
IC1263 263.2800715405 43.82203834157 -- 0.887 0.426
IC1264 263.32005068128 43.62915197424 -- 0.653 0.327
IC1265 264.16436361204995 42.08827216747 -- 0.783 0.313
IC1266 266.39703300509996 -46.089921422980005 11.489999771118164 0.47 0.423
IC1267 264.69124529544 59.37312378018 -- 0.65 0.455
IC1268 267.66397083333334 17.209261111111108 -- 0.467 0.336
IC1269 268.0245510322 21.56908378839 13.218000411987305 0.78 0.608
IC1272 271.2322916666667 25.129194444444444 -- -- --
IC1274 272.75 -23.8 -- -- --
IC1275 272.5291666666667 -23.761666666666667 -- -- --
IC1276 272.6844166666666 -7.207583333333335 -- 19.2 19.2
IC1277 272.61376815921 31.003254822250003 -- 0.393 0.354
IC1279 272.81408749999997 36.007797222222216 -- 1.13 0.384
IC1280 273.07671002017 25.662340071280003 -- 0.517 0.496
IC1281 272.90913029682997 35.99734451193999 -- 0.427 0.247
IC1283 274.25 -19.5 -- -- --
IC1284 274.41508333333337 -19.672027777777778 -- -- --
IC1286 274.0594791666666 55.591030555555555 -- 0.89 0.285
IC1287 278.0 -10.8 -- -- --
IC1288 277.34356307219 39.71336507565001 -- 0.853 0.461
IC1289 277.50940459018 39.96409223355 -- 0.467 0.28
IC1291 278.46905416666664 49.278572222222216 -- 0.417 0.25
IC1295 283.65478433595 -8.82706110929 -- 1.803 1.803
IC1296 283.32839981429 33.0666372365 -- 0.487 0.224
IC1297 289.347697995 -39.61284824052 10.890000343322754 0.117 0.117
IC1300 291.01319298861 53.62482989279 -- 1.073 0.601
IC1301 291.65580547262994 49.7585328907 -- 0.6 0.348
IC1302 292.72033461729 35.7852953357 -- 0.67 0.482
IC1303 292.87539369587 35.876567972240004 -- 0.74 0.607
IC1309 300.75632034431 -17.232028688609997 -- 0.547 0.426
IC1310 302.505 34.967 -- 2.0 2.0
IC1311 302.697 41.177 13.100000381469727 4.7 4.7
IC1313 304.68194874028 -16.94592020461 -- 1.07 0.749
IC1317 305.81491113574 0.66474257021 -- 0.477 0.381
IC1318 304.2 41.95666666666667 -- -- --
IC1319 306.50488657690994 -18.50428986123 -- 0.66 0.396
IC1320 306.6070027548 2.90970878378 -- 0.603 0.338
IC1321 307.04611402366 -18.291559223869996 -- 0.6 0.336
IC1324 308.05122008698993 -9.056062991170002 -- 0.71 0.667
IC1327 308.92199151627 -0.005720994979999999 -- 0.527 0.453
IC1328 310.48750758214 -19.63311126494 -- 0.63 0.315
IC1330 311.5623889789599 -14.02329181575 -- 0.707 0.283
IC1331 311.95321185624 -9.995963790380001 -- 1.053 0.358
IC1332 312.96398277757 -13.71148855884 -- 0.683 0.383
IC1334 313.07163817096 -16.28558607974 -- 0.88 0.493
IC1335 313.27554115313 -16.33546820294 -- 0.473 0.379
IC1336 313.77063329005995 -18.0386178172 -- 0.553 0.31
IC1337 314.21959699844 -16.5857901981 -- 0.6 0.468
IC1338 314.24094887112 -16.49252746269 -- 0.44 0.317
IC1339 314.48134095998 -17.942742011290004 -- 0.897 0.61
IC1341 315.0695585197399 -13.97638398261 -- 0.577 0.3
IC1342 315.10638707625 -14.49567169534 -- 0.643 0.322
IC1344 315.31858527966 -13.380344288120002 -- 0.697 0.348
IC1346 315.4043249999999 -13.960716666666666 -- 0.53 0.456
IC1347 315.43496692816 -13.31326992087 -- 0.657 0.525
IC1350 315.46777370992 -13.85256850772 -- 0.583 0.49
IC1356 315.72083464129 -15.811557642480002 -- 0.637 0.497
IC1357 316.48885388537 -10.71622865088 -- 0.627 0.288
IC1359 317.1792297082 12.484307248420002 -- 0.973 0.311
IC1360 317.70951359623 5.07131836147 -- 0.61 0.293
IC1361 317.87154999999996 5.054352777777777 -- 0.417 0.25
IC1362 317.96929171393 2.32902537064 -- 0.42 0.311
IC1364 318.35284934113 2.76973843986 -- 0.65 0.455
IC1365 318.5153992 2.5707132 -- 30.712 30.712
IC1366 318.53344507724 1.7760919433400002 -- 0.487 0.311
IC1367 318.54046181178 2.9937400617399996 -- 0.433 0.286
IC1368 318.55239046094 2.17802528929 -- 0.993 0.318
IC1369 318.033 47.77 8.800000190734863 5.2 5.2
IC1370 318.80941916898 2.19204172173 -- 0.34 0.286
IC1371 320.06520647777 -4.876467048189999 -- 0.803 0.466
IC1373 320.15521282069994 1.09242380242 -- 0.44 0.431
IC1374 320.26110578568 1.7129764751700003 -- 0.353 0.297
IC1375 320.24910516218995 3.98541135868 -- 0.583 0.373
IC1377 321.3608271453 4.314213393929999 -- 0.6 0.444
IC1379 321.5052457445 3.0975083593300003 -- 0.383 0.299
IC1380 321.79590235882995 2.71772905576 -- 0.42 0.336
IC1381 321.89039894232 -1.18861982755 -- 0.463 0.352
IC1383 321.91516248697997 -1.1022177732800003 -- 0.44 0.167
IC1384 321.9711625 -1.3685555555555553 -- 0.453 0.345
IC1385 322.21329635745 -1.0701174830499998 18.25 0.383 0.353
IC1386 322.40592455094003 -21.195657844429995 -- 0.787 0.645
IC1387 322.39373750000004 -1.3509111111111112 -- 0.34 0.265
IC1388 322.46741867361 -0.6312629388400001 -- 0.483 0.29
IC1389 323.0326541666666 -18.01834722222222 -- 0.497 0.338
IC1390 323.10327083333334 -1.8625222222222224 -- 0.453 0.317
IC1391 323.75162485579 -0.5114295148600001 -- 0.333 0.22
IC1392 323.88620149842995 35.39829985898 -- 1.217 0.827
IC1393 325.05934461118 -22.41142008369 -- 0.567 0.397
IC1394 325.05429664943 14.63301131564 -- 0.68 0.503
IC1395 325.42249510186 4.104604434189999 -- 0.493 0.385
IC1396 324.745 57.514 -- 146.0 146.0
IC1398 326.4643969273399 9.4753499281 -- 0.433 0.338
IC1399 326.53715015342 4.40224545084 -- 0.393 0.33
IC1401 326.7478837146 1.71283604064 -- 0.78 0.359
IC1405 327.70762279339 2.0207706070999993 -- 0.58 0.394
IC1406 327.77025349574 1.98706030418 -- 0.39 0.328
IC1407 328.09759583333334 3.427111111111111 -- 0.527 0.369
IC1408 328.28753087526 -13.34673234556 -- 0.647 0.401
IC1409 328.331672 -7.499856 -- 0.66 0.42
IC1411 329.00274583333334 -1.516847222222222 -- 0.68 0.544
IC1412 329.57696666666664 -17.17614722222222 -- 0.567 0.249
IC1414 329.57522253085 8.423883614250002 -- 0.47 0.404
IC1417 330.08999965269 -13.147404454719998 -- 0.843 0.354
IC1418 330.49964527659 4.38432211254 -- 0.467 0.373
IC1421 330.76679115841 -9.97813727365 -- 0.38 0.35
IC1422 330.75021260138 2.59887663887 -- 0.357 0.228
IC1423 330.80289165328 4.29755541127 -- 0.687 0.357
IC1425 330.85207929044 2.5949188878499996 -- 0.543 0.402
IC1427 330.89651033255 15.1067718968 -- 0.757 0.59
IC1428 331.11529976612997 2.63080490703 -- 0.533 0.203
IC1431 331.91507720084996 -13.51333083691 -- 0.45 0.378
IC1433 333.04453310371997 -12.76558086159 -- 0.377 0.339
IC1434 332.625 52.858 9.0 10.9 10.9
IC1435 333.35945174259 -22.096704482549995 -- 0.667 0.453
IC1436 333.46428695908 -10.191701075989998 -- 0.363 0.291
IC1437 333.9374783543 2.0659192952 -- 0.733 0.631
IC1438 334.12120543744993 -21.43068186882 -- 0.97 0.64
IC1439 334.1673197481699 -21.4858920882 -- 0.493 0.286
IC1440 334.13847636739 -16.01637655848 -- 0.783 0.282
IC1441 333.8297125 37.30150555555556 -- 0.647 0.297
IC1442 333.978 53.99499999999999 9.100000381469727 -- --
IC1443 334.76530422691 -20.939902800419997 -- 0.797 0.685
IC1444 335.59976195086 5.13918525467 -- 0.467 0.411
IC1445 336.37639204437 -17.243263843259996 -- 0.803 0.707
IC1446 337.26954901131 -1.18488078227 -- 0.523 0.304
IC1447 337.4991458333334 -5.119927777777776 -- 1.003 0.582
IC1448 338.63381844035996 -12.93380499233 -- 0.703 0.549
IC1449 338.7791125 -8.765288888888888 -- 0.31 0.298
IC1451 341.53109943895 -10.369429755719999 -- 0.357 0.35
IC1453 341.72594246516 -13.44955283645 -- 0.53 0.435
IC1454 340.60257999655 80.44201308472 -- 0.567 0.567
IC1455 343.44194389136 1.37198728412 -- 0.73 0.482
IC1458 344.172425 -7.379027777777776 -- 0.67 0.375
IC1459 344.2941950914583 -36.462221289472225 11.850000381469727 5.13 3.55
IC1460 344.26702916666665 4.6768777777777775 -- 0.397 0.349
IC1461 344.64290960605 15.17278386713 -- 0.387 0.333
IC1466 345.91274945724 -2.77550158163 -- 0.467 0.42
IC1467 346.2070625 -3.2299722222222216 -- 0.747 0.299
IC1468 346.28150837742 -3.2044284979700004 -- 0.59 0.342
IC1470 346.29125 60.24194444444444 -- 1.8 1.8
IC1471 347.18674802554 -12.63949840934 -- 0.677 0.447
IC1472 347.2779037616999 17.25919553455 -- 0.643 0.399
IC1473 347.77252 29.643450000000005 -- 2.1 1.0
IC1474 348.21365172671995 5.80638193006 -- 0.83 0.398
IC1476 348.56805472011 30.55148134056 -- 0.59 0.507
IC1477 349.2966666666667 -6.914722222222222 -- 0.741 0.371
IC1478 349.5579755899 10.29836945441 -- 0.67 0.415
IC1479 349.69339872115 -10.39921756104 -- 0.653 0.575
IC1481 349.85452655179 5.90606575418 -- 0.58 0.522
IC1482 350.20638935288 1.7390265284500002 -- 0.547 0.426
IC1483 350.63849999999996 11.331083333333332 -- 0.65 0.48
IC1484 350.66634510036 11.384432493240002 -- 0.33 0.238
IC1485 350.70093226559993 11.372837620450001 -- 0.503 0.403
IC1486 350.97512916666665 9.667458333333332 -- 0.89 0.641
IC1487 351.083697 14.647132 -- 0.793 0.555
IC1488 351.41057275921 15.354403725120001 -- 0.47 0.122
IC1489 351.63396325429 -12.51638100437 -- 0.393 0.267
IC1491 352.3529041666667 -16.316627777777782 -- 0.45 0.288
IC1492 352.65045 -3.039933333333333 -- 0.663 0.597
IC1493 352.614642 14.458899 -- 0.51 0.29
IC1494 352.69232685736 -12.72448466263 -- 0.43 0.206
IC1495 352.69895185476 -13.48547908275 -- 0.737 0.398
IC1496 352.7229948455399 -2.9342233759600007 -- 0.663 0.491
IC1498 352.97355088778994 -5.006913232189999 -- 1.407 0.422
IC1500 353.28903698085 4.552542417990001 -- 0.473 0.379
IC1501 353.6668416666667 -3.1528361111111116 -- 0.667 0.347
IC1502 354.0863666666666 75.64819166666668 -- 1.063 0.447
IC1503 354.6124583333333 4.801408333333335 -- 0.673 0.296
IC1504 355.33111095951 4.017547121379999 -- 1.287 0.386
IC1505 355.40459419536 -3.56508426505 -- 0.66 0.634
IC1506 356.2017446628 4.7356620961800004 -- 0.507 0.304
IC1507 356.38805546072 1.68880428263 -- 0.863 0.311
IC1508 356.4794844647329 12.0616438703817 -- 1.147 0.344
IC1509 356.8195791666667 -15.306391666666665 -- 0.953 0.191
IC1510 357.63761075072 2.07229643354 -- 0.46 0.386
IC1511 357.73485460399 27.087128928550005 -- 0.5 0.17
IC1513 358.37267591084 11.31766410436 -- 0.607 0.279
IC1514 358.56904141182997 -13.586470933289998 -- 0.82 0.295
IC1515 359.01628512582994 -0.9885127512300002 -- 0.813 0.537
IC1516 359.0295390663599 -0.9165024147900002 -- 0.65 0.559
IC1517 359.07838612696 -0.30561067504 -- 0.563 0.484
IC1518 359.27550796582 12.46498554281 -- 0.4 0.224
IC1519 359.28489619366 12.45756461644 -- 0.35 0.315
IC1520 359.47684490639 -14.039250193869998 -- 0.51 0.408
IC1522 359.76437500000003 1.7198861111111117 -- 0.78 0.25
IC1524 359.79469816933 -4.1269614710399996 -- 1.007 0.604
IC1525 359.81596952295 46.88920084808 -- 1.093 0.94
IC1526 0.3811148763 11.34641165996 -- 0.487 0.399
IC1527 0.5900640380600001 4.08978172262 -- 0.527 0.379
IC1528 1.2723541666666665 -7.093422222222221 -- 1.09 0.458
IC1529 1.3050546943499999 -11.50259294282 -- 0.573 0.539
IC1530 1.8315712333500003 32.609219805870005 -- 1.27 0.33
IC1532 2.46998 -64.37209 -- 1.78 0.51
IC1534 3.4392875864399994 48.15126862911 -- 0.577 0.311
IC1535 3.48894770792 48.15799897208 -- 0.867 0.243
IC1536 3.5791969464499993 48.14320454686 -- 0.55 0.396
IC1537 3.947083333333333 -39.257222222222225 -- 1.32 0.59
IC1539 4.594031073 30.07954133872 -- 0.997 0.738
IC1540 4.95315535808 23.77259319029 -- 0.79 0.332
IC1541 5.00818645103 21.99976368726 -- 0.64 0.243
IC1542 5.171587499999999 22.592419444444445 -- 0.413 0.215
IC1543 5.231026991019999 21.865974700349998 -- 0.517 0.434
IC1544 5.322854166666667 23.090866666666667 -- 0.547 0.415
IC1546 5.37092840847 22.50586035472 -- 0.79 0.221
IC1548 5.47990167098 22.006352953009998 -- 0.457 0.301
IC1549 5.707702587659999 6.9643235060899995 -- 0.523 0.471
IC1550 6.115114008940001 38.18559744021 -- 0.59 0.484
IC1551 6.897975000000001 8.877575000000004 -- 0.45 0.378
IC1552 7.4320125 21.476808333333334 -- 0.79 0.221
IC1553 8.167145833333333 -25.60752777777778 -- 0.95 0.247
IC1554 8.28058171789 -32.25835981331999 -- 0.797 0.478
IC1555 8.636429166666666 -30.017944444444442 -- 0.497 0.328
IC1556 8.762193038850002 -9.36844170678 -- 0.39 0.234
IC1557 8.893805943199999 -2.87645369557 -- 0.52 0.312
IC1558 8.94612 -25.37443 12.220000267028809 3.02 1.82
IC1559 9.21804 23.98497 -- 1.0 0.58
IC1561 9.635366666666666 -24.33993333333333 -- 0.42 0.193
IC1562 9.641518894019999 -24.27397755049 -- 0.67 0.59
IC1563 9.75097966049 -9.01455039287 -- 0.79 0.37
IC1564 9.771366666666669 6.021086111111111 -- 0.643 0.322
IC1565 9.859514480260001 6.734239477340001 -- 0.73 0.599
IC1566 9.88896942923 6.81513542378 -- 0.517 0.393
IC1568 9.98318480591 6.848592662899999 -- 0.547 0.492
IC1569 10.116845586309998 6.71966771677 -- 0.413 0.372
IC1571 10.15774582453 -0.33067811321 -- 0.63 0.491
IC1573 10.54353918038 -23.591603575119997 -- 0.553 0.133
IC1574 10.7659 -22.24688 14.350000381469727 1.0683334 0.38833332
IC1575 10.88903948875 -4.1178103674 14.850000381469727 0.81 0.632
IC1576 11.05890873542 -25.10929879534 -- 0.373 0.261
IC1578 11.108314507310002 -25.07606873911 -- 0.58 0.244
IC1579 11.385262499999998 -26.565494444444447 -- 0.56 0.291
IC1581 11.442945833333333 -25.920191666666668 -- 0.477 0.124
IC1582 11.57022191382 -24.27930524335 -- 0.653 0.17
IC1583 11.792943516329998 23.07379666657 -- 0.413 0.331
IC1584 11.82741453282 27.82763739569 -- 0.803 0.578
IC1585 11.809623 23.053549 -- 0.53 0.371
IC1586 11.9845875 22.37291944444445 -- 0.28 0.23
IC1587 12.18048207031 -23.561641888859995 -- 0.527 0.274
IC1588 12.74049242239 -23.557918103370003 -- 0.387 0.193
IC1590 13.205 56.629 -- 6.6 6.6
IC1591 13.02739919768 -22.68011691042 -- 0.753 0.211
